股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sh600000,浦发银行,2023-03-03,,,,7.29,7.36,7.26,7.35,115.98231399314743,7.349999999999999,0.011004126547455195,31094168.0,227583048.0,0.0010593480339790447,215738480149.5,215738480149.5,0,0,4.0179252830763215,1.1267952917524104,-0.5363280144723072,0.31007734043566937,7.243999999999964,7.24199999999999,7.231499999999985,7.26733333333333,7.273333333333329,5日、10日均线金叉；5日、20日均线金叉；10日、20日均线金叉；,-0.0023067370249085783,-0.01322716604129537,0.021840858032773584,,71.70437727297461,56.83036615224878,101.45239951442626,,7.227499999999987,7.369841315154786,7.0851586848451875,50.0,37.500000000000036,73.34076722340657,61.52480563782996,55.71223866251535,0.013755158184319383,1.4519911484960986
sh600000,浦发银行,2023-03-02,,,,7.23,7.29,7.23,7.27,114.71992145988871,7.27,0.0013774104683195176,17070002.0,124094305.0,0.0005815583507080286,213390306215.9,213390306215.9,0,0,3.974192762988416,1.1145308532027245,-0.5304904306413161,0.30670234897514503,7.2099999999999635,7.21999999999999,7.227499999999987,7.266999999999997,7.2711666666666614,,-0.012952524895289308,-0.01595727329539207,0.006009496800205523,金叉,59.829293182189325,49.39336059188586,80.70115836279625,,7.231999999999985,7.374196343131578,7.089803656868392,41.66666666666667,34.72222222222226,61.60463011185432,53.799002482695826,51.81384747273179,0.008264462809917217,0.9210978103235896
sh600000,浦发银行,2023-03-01,,,,7.17,7.27,7.17,7.26,114.56212239323135,7.26,0.0111420612813371,25661325.0,185861462.0,0.0008742563617732853,213096784474.2,213096784474.2,0,0,3.9687261979774284,1.1129977983840136,-0.5297607326624423,0.30628047504257955,7.201999999999964,7.211999999999991,7.231999999999985,7.266999999999997,7.270333333333328,,-0.018206566505914346,-0.01670846039541776,-0.0029962122209931732,,49.11893977328404,44.17539429673413,59.006030726383855,金叉,7.236999999999985,7.379943345420462,7.094056654579508,41.66666666666667,33.333333333333364,59.75931000583707,52.7109627868794,51.30033108846648,0.013927576601671321,1.4743191461974974
sh600000,浦发银行,2023-02-28,,,,7.18,7.2,7.14,7.18,113.29972985997259,7.179999999999999,0.0027932960893855,17448100.0,125100408.0,0.0005944397814943872,210748610540.6,210748610540.6,0,0,3.9249936778895225,1.1007333598343276,-0.5239231488314512,0.3029054835820553,7.197999999999963,7.205999999999991,7.236999999999985,7.268333333333331,7.270499999999995,5日、10日均线死叉；30日、60日均线死叉；,-0.02362962955793435,-0.01633393386779361,-0.014591391380281482,,35.44311554227902,41.70362155845917,22.922103509918713,,7.246499999999985,7.389688686703923,7.1033113132960475,33.33333333333333,31.944444444444468,40.7870995426304,42.83924392092765,46.967402470497774,0.008379888268156388,1.1735687940429647
sh600000,浦发银行,2023-02-27,,,,7.16,7.2,7.16,7.16,112.98413172665786,7.1599999999999975,-0.0027855153203342198,15800639.0,113363322.0,0.0005383123890069231,210161567057.2,210161567057.2,0,0,3.9140605478675456,1.0976672501969058,-0.5224637528737034,0.3020617357169242,7.219999999999963,7.211999999999991,7.246499999999985,7.271666666666664,7.268666666666661,,-0.022062271787127052,-0.014510009945258423,-0.01510452368373726,,38.458790960477394,44.83387456654925,25.708623748333693,死叉,7.2584999999999855,7.403926957611012,7.113073042388959,25.0,30.555555555555582,34.33756683892209,39.967330034370626,45.812320833973295,0.0055710306406684396,1.0803984709451642
sh600000,浦发银行,2023-02-24,,,,7.22,7.26,7.18,7.18,113.29972985997256,7.179999999999998,-0.006915629322268413,16681114.0,120124648.0,0.000568309315125599,210748610540.6,210748610540.6,0,0,3.9249936778895225,1.1007333598343276,-0.5239231488314512,0.3029054835820553,7.239999999999964,7.218999999999991,7.2584999999999855,7.277666666666664,7.268833333333328,20日、60日均线死叉；,-0.017704483915482072,-0.01262194448479126,-0.010165078861381623,,48.864657028951314,48.02141636958518,50.551138347683576,,7.267499999999984,7.412454303144113,7.122545696855855,33.33333333333333,29.16666666666669,37.76544411152623,41.89692909862458,46.788949962781516,0.011065006915629394,1.0056498070245905
sh600000,浦发银行,2023-02-23,,,,7.25,7.28,7.23,7.23,114.08872519325932,7.229999999999999,-0.0013812154696132286,11436536.0,82898812.0,0.0003896316481962331,212216219249.1,212216219249.1,0,0,3.9523265029444627,1.1083986339278813,-0.5275716387258206,0.3050148532448829,7.229999999999964,7.224999999999992,7.267499999999984,7.282999999999998,7.266333333333327,5日、10日均线金叉；,-0.013921205811448623,-0.011351309627118555,-0.005139792368660134,,58.591103190485846,47.59979603990212,80.5737174916533,,7.272499999999984,7.418206897571788,7.12679310242818,33.33333333333333,26.38888888888891,47.682233780647906,47.109093939220585,49.30729456160798,0.006906077348066364,0.6542282029571103
sh600000,浦发银行,2023-02-22,,,,7.28,7.29,7.24,7.24,114.24652425991665,7.239999999999998,-0.006858710562414272,12971392.0,94204601.0,0.00044192269795324677,212509740990.8,212509740990.8,0,0,3.9577930679554503,1.1099316887465922,-0.5283013367046944,0.3054367271774484,7.221999999999964,7.22799999999999,7.272499999999984,7.286999999999997,7.2633333333333265,,-0.0139807860377692,-0.010708835581036037,-0.006543900913466325,,58.47489007984624,42.104142464610256,91.21638531031822,,7.275999999999984,7.421921382942994,7.130078617056974,33.33333333333333,23.611111111111132,49.86454726320095,48.20861108127785,49.82125908977313,0.006858710562414272,0.6843862061161226
sh600000,浦发银行,2023-02-21,,,,7.26,7.3,7.23,7.29,115.03551959320336,7.289999999999999,0.004132231404958775,16234446.0,118094161.0,0.0005530917711912719,213977349699.3,213977349699.3,0,0,3.985125893010392,1.117596962840146,-0.5319498265990639,0.3075460968402762,7.213999999999965,7.226999999999991,7.275999999999984,7.289333333333331,7.25966666666666,,-0.014871657002451855,-0.009890847966852745,-0.00996161807119822,,55.35939394329868,33.91876865699226,98.24064451591151,,7.276499999999984,7.423148900439097,7.129851099560872,33.33333333333333,22.222222222222246,61.61436996349187,53.98344193234577,52.4404996819198,0.009641873278236845,0.8345650978363695
sh600000,浦发银行,2023-02-20,,,,7.16,7.27,7.15,7.26,114.56212239323132,7.259999999999998,0.018232819074333717,25613504.0,184902604.0,0.0008726271468564264,213096784474.2,213096784474.2,0,0,3.9687261979774284,1.1129977983840136,-0.5297607326624423,0.30628047504257955,7.203999999999965,7.2219999999999915,7.276499999999984,7.287333333333331,7.252833333333326,,-0.020883326386429424,-0.008645645707952966,-0.024475361356952916,,35.9802673855362,23.198456013839063,61.543890128930485,金叉,7.279999999999984,7.42963254993482,7.130367450065148,25.0,20.83333333333336,56.48788576094718,50.73787571944044,50.95799259879637,0.016830294530154166,1.3776875930316166
