股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sh600003,ST东北高,2009-03-13,,,,3.95,4.03,3.86,3.87,5.485030915609113,3.87,-0.020253,6293622.0,24722060.0,0.008249,2952655200.0,4695084000.0,0,0,112.31683117565741,6.466121012195398,65.35952867679615,1.2382615011769849,3.8519993991350234,3.701999755764471,3.7224997708751766,3.543999904963433,2.986498346069345,,0.19328025572983432,0.20908014924697288,-0.03159978703427713,,76.87755077331599,66.55567198254711,97.52130835485374,,3.7029997915826756,4.582493999636268,2.823505583529083,50.0,56.94444444444471,61.70415855438252,62.571673667491666,63.990994837603395,0.043037981912144696,0.528887620513198
sh600003,ST东北高,2009-03-12,,,,3.78,3.98,3.72,3.95,5.598415627309003,3.949999336563419,0.039474,9846442.0,38059858.0,0.012906,3013692000.0,4792140000.0,0,0,114.63862613536092,6.599787596426827,66.71063004479194,1.2638586381522197,3.8339993528037306,3.6719997494793795,3.7029997915826756,3.5053331416323426,2.9629983150314034,,0.19679841898096528,0.2130301226262575,-0.032463407290584445,,75.19286936985054,61.394732587162686,102.78914293522625,,3.677499829407894,4.593229723329144,2.761769935486644,50.0,58.3333333333336,72.38538529815635,67.22088123972291,66.46424637788812,0.0684210734177213,0.6638500354711662
sh600003,ST东北高,2009-03-11,,,,3.86,3.93,3.79,3.8,5.385815929315214,3.799998207327378,-0.005236,8073100.0,30976092.0,0.010581,2899248000.0,4610160000.0,0,0,110.28526058591684,6.349162750992897,64.17731497979982,1.2158640063236543,3.763999441366006,3.6529998429065293,3.677499829407894,3.464666399030828,2.937164962474428,10日、20日均线死叉；,0.19028096516804727,0.21708804853758057,-0.053614166739066604,,64.76298826530211,54.495664195818755,85.29763640426883,,3.6569999674804885,4.6128037507486646,2.701196184212312,50.0,59.722222222222484,62.14692138300705,62.421817497654786,63.961351189812376,0.03664920000000005,0.5260151024212932
sh600003,ST东北高,2009-03-10,,,,3.73,3.84,3.63,3.82,5.414164494608988,3.819999725892149,0.0,10966602.0,41046547.0,0.014374000000000001,2914507200.0,4634424000.0,0,0,110.8657093258427,6.382579397050754,64.51509032179878,1.2222632905674629,3.711999862710917,3.669000029634064,3.6569999674804885,3.425999689566659,2.911998294407181,5日、10日均线金叉；,0.19446744323933007,0.2237898193799639,-0.05864475228126764,,58.47781573128653,49.36200216107708,76.70944287170543,,3.637000042159707,4.639910066816318,2.6340900175030955,58.333333333333336,61.11111111111137,64.81730709003651,63.55922934502253,64.57723541014776,0.054973821989528715,0.6755239424364955
sh600003,ST东北高,2009-03-09,,,,3.9,3.97,3.69,3.82,5.414164494608988,3.819999725892149,0.010582,24318904.0,94061400.0,0.031874,2914507200.0,4634424000.0,0,0,110.8657093258427,6.382579397050754,64.51509032179878,1.2222632905674629,3.6379999495087096,3.6940000534067963,3.637000042159707,3.3849995997277262,2.8859982806076703,5日、20日均线金叉；,0.19494577600387375,0.23112041341512235,-0.0723492748224972,,50.21672359692979,44.80409537597236,61.04198003884464,,3.609000075857689,4.642633414195687,2.5753667375196914,66.66666666666666,61.11111111111137,64.81730709003651,63.55922934502254,64.57723541014778,0.07407407329842941,1.4465988992575602
sh600003,ST东北高,2009-03-06,,,,3.5,3.78,3.5,3.78,5.357471728775089,3.7799997683435382,0.05,20956596.0,78183660.0,0.027467000000000002,2883988800.0,4585896000.0,0,0,109.70481184599095,6.315746104935039,63.83953963780088,1.2094647220798456,3.552000112393885,3.709000045079729,3.609000075857689,3.342999489949032,2.8599982668081596,,0.19272072762692538,0.24016407276793447,-0.09488669028201818,,43.06702087926567,42.097781265493644,45.00550010680972,金叉,3.578500132649571,4.637467431702256,2.5195328335968856,66.66666666666666,61.11111111111137,62.584561264172535,62.40817948752907,63.93949639850407,0.07777777777777761,1.5040948744235638
sh600003,ST东北高,2009-03-05,,,,3.58,3.7,3.49,3.6,5.1023540274048464,3.5999997793747984,0.016949000000000002,12423089.0,44574355.0,0.016283000000000002,2746656000.0,4367520000.0,0,0,104.48077318665806,6.014996290414324,60.79956155981037,1.1518711638855674,3.5100001461549937,3.7089998723540027,3.578500132649571,3.301332689104604,2.8336649097209317,,0.19115026915617817,0.25202490905318675,-0.12174927979401717,,35.12684710837221,41.613161458607635,22.154218407901368,,3.5495001686497103,4.625943914786886,2.473056422512535,58.333333333333336,61.11111111111136,50.8996118765201,56.77630660766573,60.904055485235546,0.059322025000000056,1.1535433258038004
sh600003,ST东北高,2009-03-04,,,,3.49,3.58,3.46,3.54,5.017315546212097,3.5400003140519307,0.026087,12505892.0,44100811.0,0.016391,2700878400.0,4294728000.0,0,0,102.73942696688042,5.91474635224075,59.78623553381353,1.1326733111541412,3.542000244447016,3.708999707853311,3.5495001686497103,3.2639992475558004,2.8098315487165713,5日、20日均线死叉；,0.2046926971244245,0.2672435690274389,-0.1251017438060288,,32.69027066255831,44.856318633725344,8.358174720224255,,3.5190001378788454,4.6081473772852375,2.4298528984724532,58.333333333333336,63.88888888888914,46.23554349502519,54.70274115995705,59.82373898621345,0.03478261016949147,1.1755687960625834
sh600003,ST东北高,2009-03-03,,,,3.22,3.45,3.22,3.45,4.8897564692000755,3.4500001598811125,0.017699,13850968.0,45438976.0,0.018154,2632212000.0,4185540000.0,0,0,100.12740763721399,5.7643714449803936,58.266246494818276,1.1038765320570019,3.6260001965571744,3.700999639384571,3.5190001378788454,3.2279991290626664,2.786164842933373,5日、10日均线死叉；,0.22510944787859533,0.2828812870031925,-0.11554367824919431,,32.19330073067958,50.93934261930885,-5.298783046578961,,3.4920000935661393,4.593962931183084,2.390037255949195,58.333333333333336,68.05555555555581,38.99142601012044,51.50376337677678,58.16184111502915,0.06784659999999998,1.2401680350539217
sh600003,ST东北高,2009-03-02,,,,3.55,3.55,3.39,3.39,4.804717769399474,3.3900005403180247,-0.05042,9928595.0,33925059.0,0.013013,2586434400.0,4112748000.0,0,0,98.38606141743635,5.664121506806822,57.252920468821436,1.0846786793255758,3.7500001573048443,3.719999756936607,3.4920000935661393,3.1929990183433095,2.765164787534134,,0.25705797893307736,0.2973242467843418,-0.08053253570252883,,36.18468793812463,60.31236356362348,-12.070663312873052,,3.4649999795629314,4.577437663369405,2.352562295756457,58.333333333333336,72.22222222222247,34.055203173197235,49.316386823842926,57.026148152815395,0.04481793510324472,0.7918961243857072
