¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,ÐÂÀËÐÐÒµ,ÐÂÀË¸ÅÄî,ÐÂÀËµØÓò,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,ºó¸´È¨¼Û,Ç°¸´È¨¼Û,ÕÇµø·ù,³É½»Á¿,³É½»¶î,»»ÊÖÂÊ,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ,ÊÇ·ñÕÇÍ£,ÊÇ·ñµøÍ£,ÊÐÓ¯ÂÊTTM,ÊÐÏúÂÊTTM,ÊÐÏÖÂÊTTM,ÊÐ¾»ÂÊ,MA_5,MA_10,MA_20,MA_30,MA_60,MA½ð²æËÀ²æ,MACD_DIF,MACD_DEA,MACD_MACD,MACD_½ð²æËÀ²æ,KDJ_K,KDJ_D,KDJ_J,KDJ_½ð²æËÀ²æ,²¼ÁÖÏßÖÐ¹ì,²¼ÁÖÏßÉÏ¹ì,²¼ÁÖÏßÏÂ¹ì,psy,psyma,rsi1,rsi2,rsi3,Õñ·ù,Á¿±È
sh600001,ºªµ¦¸ÖÌú,2009-11-26,,,,5.92,5.94,5.51,5.61,14.550884941479644,5.610003582893354,-0.047538,81553946.0,466748231.0,0.028956,15800321350.0,15800321350.0,0,0,138.86325079391304,0.4588739486610867,3.7238264168109887,1.286323558023875,5.678003108217766,5.54100222603884,5.313498287550167,5.221995251762946,5.20415365672932,30ÈÕ¡¢60ÈÕ¾ùÏß½ð²æ£»,0.15835286223697054,0.10376873354102735,0.10916825739188638,,70.71241250423763,79.36971264017694,53.397812232359,,5.272497849250065,5.84215090737724,4.7028447911228906,66.66666666666666,66.6666666666667,56.43213510485258,60.703415629304004,55.61434309054534,0.07300510873440302,0.917581002488636
sh600001,ºªµ¦¸ÖÌú,2009-11-25,,,,5.64,5.9,5.46,5.89,15.277129104866802,5.8900025228233295,0.033333,98972493.0,564567078.0,0.035141000000000006,16588929190.0,16588929190.0,0,0,145.7940369366877,0.4817767482605323,3.9096858459988795,1.3505250903955142,5.662003014198989,5.502001486993416,5.272497849250065,5.200328032247366,5.207153225354771,,0.1613046412467085,0.09012270136704154,0.14236387975933396,,82.28813095147837,83.6983627081466,79.46766743814189,,5.224997360957088,5.723246316182245,4.726748405731931,66.66666666666666,66.6666666666667,92.67184149581749,79.26263955801211,62.60068133077493,0.0771929575551783,1.2092985140247308
sh600001,ºªµ¦¸ÖÌú,2009-11-24,,,,5.65,6.04,5.6,5.7,14.784323257717311,5.7000042801529895,0.014235,148137740.0,862696195.0,0.052597000000000005,16053802440.0,16053802440.0,0,0,141.09100347010684,0.4662355627765627,3.783566947284696,1.3069597647413145,5.568003335434599,5.428000977451665,5.224997360957088,5.167327503512085,5.202652832590243,20ÈÕ¡¢60ÈÕ¾ùÏß½ð²æ£»,0.13421695233540554,0.07232721639712478,0.12377947187656152,,81.32693326932282,84.40347858648072,75.17384263500705,ËÀ²æ,5.188496728270481,5.63935322089036,4.737640235650602,66.66666666666666,68.0555555555556,88.49335725232885,74.39281717234257,59.27372352714323,0.0782918245614036,2.130967963277697
sh600001,ºªµ¦¸ÖÌú,2009-11-23,,,,5.59,5.65,5.53,5.62,14.576822193788725,5.620003529904794,0.008976999999999999,60012743.0,335263722.0,0.021308,15828485920.0,15828485920.0,0,0,139.11077890810628,0.4596919059141044,3.7304642545777575,1.2886164702431957,5.516002794362064,5.379000123269209,5.188496728270481,5.140660249532481,5.197819090789968,,0.11703624025381032,0.05685478241255457,0.12036291568251149,,89.88513674608949,85.94175124505966,97.77190774814915,,5.167996042118967,5.589651989697434,4.746340094540499,66.66666666666666,69.4444444444445,85.61539507024854,71.84046214796834,57.75738754342541,0.021543992882562257,1.1894831150173635
sh600001,ºªµ¦¸ÖÌú,2009-11-20,,,,5.53,5.62,5.44,5.57,14.447130305040384,5.570001625314347,0.007233,55719517.0,310071657.0,0.019784,15687663090.0,15687663090.0,0,0,137.87313851291276,0.4556021202298575,3.6972750704575192,1.2771519107748155,5.478001991517592,5.3399992942913945,5.167996042118967,5.112992953968305,5.202818700980425,,0.101550589727605,0.041809417952240614,0.11948234355072877,,87.5062765477057,83.97005849454474,94.57871265402761,,5.146495376159914,5.533913919489744,4.759076832830083,66.66666666666666,69.4444444444445,83.46081978489836,70.13498483345953,56.793834692949275,0.03254971992818656,0.9950348722387007
sh600001,ºªµ¦¸ÖÌú,2009-11-19,,,,5.44,5.54,5.4,5.53,14.343384604198215,5.530003112799469,0.020295,46371989.0,253387643.0,0.016465,15575004830.0,15575004830.0,0,0,136.8830262319125,0.4523302917986285,3.6707237241040502,1.2679802635257569,5.4040013438599,5.297998653206475,5.146495376159914,5.090325728232097,5.205818372653501,,0.08539927203642073,0.026874125008399505,0.11705029405604245,,85.976395953634,82.20194946796427,93.52528892497347,½ð²æ,5.1234945703041355,5.471968447087357,4.775020693520914,66.66666666666666,69.44444444444449,81.62623428160404,68.74701288207275,56.024871095532234,0.025830253164557004,0.872715137054551
sh600001,ºªµ¦¸ÖÌú,2009-11-18,,,,5.45,5.48,5.36,5.42,14.058075952737413,5.420004129001386,-0.003676,37341228.0,201952711.0,0.013258,15265194600.0,15265194600.0,0,0,134.16021732733222,0.4433327631771172,3.5977075180968043,1.2427582323696753,5.34199995978783,5.255997759928921,5.1234945703041355,5.059658413317492,5.2199846435803785,10ÈÕ¡¢60ÈÕ¾ùÏß½ð²æ£»,0.06761472204611252,0.012242838251394194,0.11074376758943665,,80.07570504156209,80.31472622512942,79.59766267442743,ËÀ²æ,5.109993708457328,5.4367271402176165,4.783260276697039,66.66666666666666,68.0555555555556,75.36344995733474,64.59954463249514,53.860695328648156,0.022058833948339518,0.706038276407822
sh600001,ºªµ¦¸ÖÌú,2009-11-17,,,,5.49,5.54,5.41,5.44,14.109944107275755,5.440001574790317,0.001842,52818478.0,288216611.0,0.018754,15321523740.0,15321523740.0,0,0,134.6552735557187,0.4449686776831525,3.610983193630343,1.2473440568083174,5.287998619468717,5.2219965219043605,5.109993708457328,5.0306577103183026,5.241150902183889,5ÈÕ¡¢60ÈÕ¾ùÏß½ð²æ£»,0.055131578815434956,-0.0016001326972853924,0.1134634230254407,,83.44689089567647,80.43423681691309,89.47219905320327,,5.0924929364928095,5.384704894185851,4.800280978799768,75.0,68.0555555555556,79.46700970943404,66.06047846337913,54.326495396621624,0.023941077205882344,0.9345542655830418
sh600001,ºªµ¦¸ÖÌú,2009-11-16,,,,5.23,5.45,5.22,5.43,14.084001376739804,5.4299995156824306,0.044231,87736548.0,468994343.0,0.031150999999999998,15293359170.0,15293359170.0,0,0,134.40774544152546,0.4441507204301348,3.6043453558635736,1.2450511445889962,5.241997452176336,5.177995552294992,5.0924929364928095,5.005657115950648,5.2606505270798065,,0.03636053128336325,-0.015783060575465486,0.10428718371765747,,84.42959560277396,78.92790977753138,95.43296725325911,,5.075492267483686,5.325905894785627,4.825078640181746,75.0,68.0555555555556,78.99018824848187,65.70488010886551,54.13637555349234,0.04423077900552497,1.4947456261100487
sh600001,ºªµ¦¸ÖÌú,2009-11-13,,,,5.19,5.22,5.09,5.2,13.487438485105118,5.199998387025889,-0.003831,41408305.0,213352469.0,0.014702000000000003,14645574160.0,14645574160.0,0,0,128.71459969394436,0.4253377065149361,3.4516751107959207,1.1923141716857375,5.201996597065181,5.124994883238903,5.075492267483686,4.987323162792449,5.284316781570379,,0.012891359814744874,-0.028818958540172673,0.0834206367098351,,78.6852097306916,76.17706686491009,83.7014954622546,,5.062491764625007,5.314815839418765,4.81016768983125,66.66666666666666,66.6666666666667,62.144281648181156,55.983683907037964,49.50431153714577,0.024904225000000002,0.8115570557195001
sh600001,ºªµ¦¸ÖÌú,2009-11-12,,,,5.19,5.27,5.15,5.22,13.539307572415042,5.2199961924391225,0.013591999999999998,45137393.0,235210405.0,0.016026,14701903290.0,14701903290.0,0,0,129.2096558344445,0.4269736207305507,3.4649507839726548,1.1968999953102673,5.191995962553035,5.085994349061499,5.062491764625007,4.977655913366969,5.311483085346482,10ÈÕ¡¢20ÈÕ¾ùÏß½ð²æ£»,0.006166948824342988,-0.03924653812890206,0.0908269739064901,,80.81851227045594,74.92299543201932,92.6095459473292,,5.049491304874349,5.299967467322361,4.799015142426336,66.66666666666666,66.6666666666667,65.97727182010811,57.277691117562746,49.9244460902565,0.023300965517241257,0.8383928920325819
sh600001,ºªµ¦¸ÖÌú,2009-11-11,,,,5.22,5.29,5.1,5.15,13.35774904736328,5.149997427405824,-0.011516,55485745.0,288424784.0,0.019701,14504751330.0,14504751330.0,0,0,127.47695929875084,0.4212479208306893,3.4184859266756824,1.1808496122173573,5.169995560069996,5.04299421150672,5.049491304874349,4.969655356820935,5.337816067528295,,-0.004541686101108056,-0.05059990986721332,0.09211644753221053,,78.15084532876084,71.975237012801,90.50206196068049,,5.036990766542301,5.302398782214735,4.771582750869867,58.333333333333336,65.27777777777781,58.51325332902682,53.85541159442738,48.45707808903356,0.03646834174757296,1.0713652025841465
sh600001,ºªµ¦¸ÖÌú,2009-11-10,,,,5.27,5.31,5.19,5.21,13.513369004822819,5.209995738328414,-0.003824,63715216.0,334572575.0,0.022622,14673738720.0,14673738720.0,0,0,128.96212772025126,0.426155663477533,3.458312946205886,1.194607083090946,5.155994424339986,5.021993744462515,5.036990766542301,4.969321332256718,5.371482351850912,,-0.01101659044109482,-0.062114465808739625,0.10219575073528961,,79.5339603008335,68.88743285482109,100.82701519285834,,5.021490312664123,5.29791490223809,4.745065723090156,66.66666666666666,65.27777777777781,69.38610550723239,57.472693888366955,49.65221356382491,0.02294455278310925,1.3321121639197357
sh600001,ºªµ¦¸ÖÌú,2009-11-09,,,,5.17,5.27,5.14,5.23,13.56524249211266,5.229995240126658,0.015534000000000001,49369754.0,257478223.0,0.017529,14730067860.0,14730067860.0,0,0,129.45718394863772,0.42779157798356826,3.4715886217394245,1.199192907529588,5.1139936524136305,4.997993333271758,5.021490312664123,4.9776539709585155,5.409648644753996,,-0.025229600504379945,-0.07488893465065083,0.09931866829254177,,76.99324814355792,63.56416913181487,103.851406167044,,4.999489783806768,5.305018170447211,4.6939613971663245,75.0,62.50000000000003,73.16249382522909,58.67693108212292,50.0465169615981,0.025242718929254226,1.1540539496845865
