股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sh600002,齐鲁石化,2006-04-06,,,,10.07,10.11,10.01,10.09,11.134572699359172,10.09,-0.003949,647750.0,6524667.0,0.0018510000000000002,3531500000.0,19675500000.0,0,0,8.598209340223036,1.0915327658360594,5.575123015314103,2.625119707390422,10.11000415181487,10.107005106908392,10.103505231818367,10.091672287454246,9.408511148276055,,0.1228322341627397,0.16773075352102418,-0.08979703871656897,,65.26435697268658,62.12393797832101,71.54519496141774,,10.10450543041991,10.49740061066879,9.711610250171029,41.66666666666667,34.72222222222242,42.45570000291617,63.154161014990194,67.45495274290359,0.009871665014866138,0.19352832902188166
sh600002,齐鲁石化,2006-04-05,,,,10.11,10.14,10.09,10.13,11.178717454587336,10.130003383360895,0.001978,7853867.0,79367810.0,0.02244,3545500000.0,19753500000.0,0,0,8.632295403018766,1.0958599522219306,5.597224593174615,2.635526524862733,10.112005508852302,10.108005701075168,10.10450543041991,10.08967251476344,9.372178096808204,,0.13356861448832902,0.17895538336059527,-0.0907735377445325,,67.12730468979926,60.55372848113822,80.27445710712135,,10.102505540300331,10.576014006090087,9.628997074510576,41.66666666666667,30.555555555555756,75.09406913302624,72.371285735261,69.51502144668295,0.004945597235932908,2.033929596771679
sh600002,齐鲁石化,2006-04-04,,,,10.11,10.12,10.1,10.11,11.156649601675225,10.110005791904506,0.0,4617379.0,46681641.0,0.013193,3538500000.0,19714500000.0,0,0,8.615252371620901,1.093696359028995,5.586173804244359,2.630323116126577,10.104006349713682,10.103006083475915,10.102505540300331,10.086005963732646,9.338178371313411,,0.14125625195095814,0.1903020755786618,-0.09809164725540731,,59.024290368031984,57.2669403768077,62.538990350480546,,10.101005561445318,10.655794338133875,9.54621678475676,33.33333333333333,26.388888888889085,63.360040230909775,70.3910890238768,69.0623821085311,0.001978239366963397,1.5016081530922718
sh600002,齐鲁石化,2006-04-03,,,,10.11,10.13,10.11,10.11,11.156649601675225,10.110005791904506,0.0,1979861.0,20030568.0,0.005657,3538500000.0,19714500000.0,0,0,8.615252371620901,1.093696359028995,5.586173804244359,2.630323116126577,10.102006510171991,10.101006144656907,10.101005561445318,10.082339331961148,9.304011949073843,,0.15104995486862016,0.20256353148558767,-0.10302715323393502,,58.536435552049035,56.38826538119556,62.83277589375599,,10.099005606757743,10.736009047922378,9.462002165593107,33.33333333333333,25.0000000000002,63.36004023090977,70.3910890238768,69.06238210853107,0.001978239366963619,0.7229727425252698
sh600002,齐鲁石化,2006-03-31,,,,10.1,10.12,10.1,10.11,11.156649601675225,10.110005791904506,0.00099,1636419.0,16533529.0,0.004675,3538500000.0,19714500000.0,0,0,8.615252371620901,1.093696359028995,5.586173804244359,2.630323116126577,10.102006429696347,10.100006106373396,10.099005606757743,10.075339367876731,9.270512158344324,,0.1613531908854391,0.21544192563982956,-0.10817746950878093,,57.80465332807463,55.314180295768814,62.78559939268625,金叉,10.096005676355373,10.815172209608905,9.376839143101842,33.33333333333333,25.0000000000002,63.36004023090977,70.3910890238768,69.06238210853107,0.001980197823936769,0.5525750257762924
sh600002,齐鲁石化,2006-03-30,,,,10.09,10.11,10.08,10.1,11.145615442387259,10.10000678518717,0.000991,3219600.0,32489567.0,0.009198999999999999,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.104006062001902,10.099006068089889,10.096005676355373,10.038339382976037,9.23434571222534,,0.17215691117039356,0.22896410932842717,-0.11361439631606723,,49.20697999211194,54.068943779615914,39.48305241710399,,10.093505696288872,10.900161532355128,9.286849860222617,25.0,25.0000000000002,57.5766150206798,69.55058439870466,68.85889855093077,0.0029732405940593454,1.0356853366887702
sh600002,齐鲁石化,2006-03-29,,,,10.1,10.11,10.09,10.09,11.13458107254437,10.090007587667793,-0.00099,3921521.0,39604658.0,0.011204,3531500000.0,19675500000.0,0,0,8.598209340223036,1.0915327658360594,5.575123015314103,2.625119707390422,10.104005893298023,10.09900593047811,10.093505696288872,9.974339469609008,9.201179287323365,,0.18446036703738322,0.24316590886793557,-0.1174110836611047,,48.8104699881679,56.49992567336789,33.43155861776792,死叉,10.09150567609834,10.990023521906869,9.19298783028981,16.666666666666664,26.388888888889085,51.15103147760978,68.73706647312446,68.66136200754366,0.00198019821605544,1.0716840322366517
sh600002,齐鲁石化,2006-03-28,,,,10.11,10.12,10.1,10.1,11.145615231623678,10.100006594196046,-0.000989,2935100.0,29673140.0,0.008386,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.102005817238135,10.100005712618273,10.09150567609834,9.920006228240691,9.167346243466655,,0.19849909093449547,0.25784229432557365,-0.11868640678215636,,60.71570498225184,60.34465351596788,61.45780791481977,,10.089005705581394,11.082513771018814,9.095497640143975,16.666666666666664,30.555555555555753,58.53973941189239,70.4627082250078,69.08129719187325,0.0019782396039603745,0.808828278958042
sh600002,齐鲁石化,2006-03-27,,,,10.12,10.12,10.1,10.11,11.156649157640583,10.110005389526288,-0.0009880000000000002,3094571.0,31287113.0,0.008842000000000001,3538500000.0,19714500000.0,0,0,8.615252371620901,1.093696359028995,5.586173804244359,2.630323116126577,10.100005779141814,10.100005594105609,10.089005705581394,9.861339815833901,9.128679832992036,5日、10日均线金叉；,0.21251226744852403,0.2726780951733432,-0.12033165544963831,,66.07355747337776,60.1591277828259,77.90241685448147,,10.087005746915205,11.182437875837197,8.991573617993213,25.0,34.72222222222242,66.55052631599409,72.12241815276802,69.48857493351176,0.001976284866468725,0.9023573482890566
sh600002,齐鲁石化,2006-03-24,,,,10.1,10.12,10.1,10.12,11.167682828274918,10.12000395343228,0.00198,2372539.0,23985627.0,0.006779,3542000000.0,19734000000.0,0,0,8.623773887319835,1.0947781556254628,5.591699198709486,2.632924820494656,10.09800578305044,10.100005475475621,10.087005746915205,9.800006862842984,9.089180102073747,,0.2262890296935538,0.28771955210454797,-0.12286104482198834,,61.61033621006663,57.20191293754997,70.42718275509993,金叉,10.084005877727204,11.279928360428995,8.888083395025413,33.33333333333333,37.5000000000002,75.1163153239957,73.71398220411064,69.88340552534305,0.001980197628458469,0.6527416127726929
sh600002,齐鲁石化,2006-03-23,,,,10.09,10.11,10.09,10.1,11.145614511542066,10.100005941667774,0.001984,5972338.0,60339379.0,0.017064,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.094006074177866,10.10000535672831,10.084005877727204,9.745340594858254,9.050180346351599,,0.23956367565669723,0.3030771827072965,-0.12702701410119854,,42.41550431509994,54.99770130129165,17.251110342716515,,10.080505921607605,11.376112885196273,8.784898958018937,33.33333333333333,38.88888888888909,68.32009010107369,72.60563531532695,69.55179765175176,0.0019841267326732304,1.5399779846150157
sh600002,齐鲁石化,2006-03-22,,,,10.09,10.1,10.08,10.08,11.123545397473476,10.080007207368356,-0.000991,3769600.0,38048893.0,0.01077,3528000000.0,19656000000.0,0,0,8.589687824524104,1.0904509692395916,5.569597620848977,2.6225180030223445,10.094005967658195,10.101005159764616,10.080505921607605,9.699340961473784,9.006680580909746,,0.2550585496924871,0.3189555594699463,-0.12779401955491843,,38.623256472649906,61.2887997943875,-6.707830170825275,,10.07750590386104,11.475870393523518,8.679141414198561,33.33333333333333,40.27777777777799,58.98467383944139,71.50420027485886,69.22706936914625,0.0019821607142858078,1.30506866289733
sh600002,齐鲁石化,2006-03-21,,,,10.1,10.11,10.09,10.09,11.134579766021602,10.090006403714435,-0.00099,1938100.0,19572705.0,0.005536999999999999,3531500000.0,19675500000.0,0,0,8.598209340223036,1.0915327658360594,5.575123015314103,2.625119707390422,10.098005607998406,10.102004997124718,10.07750590386104,9.656341410051754,8.960680792013806,,0.2731619356858541,0.3349298119143111,-0.12353575245691395,,57.93488470897486,72.6215714552563,28.561511216411986,,10.073005925613295,11.575086951879232,8.570924899347357,41.66666666666667,43.05555555555577,67.24053216705698,72.84659720628373,69.5826504173571,0.00198019821605544,0.7728925090401425
sh600002,齐鲁石化,2006-03-20,,,,10.1,10.11,10.1,10.1,11.145613923806168,10.100005409069414,0.0,4121069.0,41629878.0,0.011774,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.100005409069402,10.1010049782337,10.073005925613295,9.613675176886781,8.911681034867103,5日、10日均线死叉；,0.29127707475217157,0.3503717809714253,-0.11818941243850745,,74.4023270634623,79.96491482839703,63.27715153359284,,10.063005998628425,11.65720249512231,8.46880950213454,41.66666666666667,45.83333333333354,76.11873517348302,74.12215630724556,69.92685365072708,0.000990099009900991,1.822388908881815
sh600002,齐鲁石化,2006-03-17,,,,10.1,10.11,10.1,10.1,11.145613923806168,10.100005409069414,0.0,3589878.0,36260152.0,0.010256999999999999,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.102005167900803,10.09800510714206,10.063005998628425,9.568342349381426,8.864181286512212,,0.3091437415279188,0.36514545752623867,-0.11200343199663976,,78.27015726186012,82.7462087108644,69.31805436385159,,10.008006040419136,11.609804106488284,8.40620797434999,41.66666666666667,50.000000000000206,76.11873517348302,74.12215630724556,69.92685365072708,0.000990099009900991,2.274271802835347
sh600002,齐鲁石化,2006-03-16,,,,10.1,10.11,10.1,10.1,11.145613923806168,10.100005409069414,0.0,1023505.0,10337533.0,0.002924,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.106004639278755,10.093005284620832,10.008006040419136,9.519676201781573,8.81651489698343,,0.3274514690631012,0.3791458865258186,-0.10338883492543482,,81.69095017850448,84.98423443536655,75.10438166478036,,9.912006239174481,11.52637987118761,8.297632607161352,41.66666666666667,54.16666666666688,76.11873517348302,74.12215630724556,69.92685365072707,0.000990099009900991,0.8826283379314295
sh600002,齐鲁石化,2006-03-15,,,,10.11,10.12,10.1,10.1,11.145613923806168,10.100005409069414,0.0,1865414.0,18850557.0,0.00533,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.108004351871038,10.088005462099604,9.912006239174481,9.472676800665157,8.76834849248863,,0.34605585629435964,0.3920694908914979,-0.0920272691942765,,83.64753637886763,86.63087656379759,77.6808560090077,,9.830006486051925,11.443970597629844,8.216042374474005,41.66666666666667,58.33333333333354,76.11873517348303,74.12215630724556,69.92685365072708,0.001980198019801982,1.0895479759055988
sh600002,齐鲁石化,2006-03-14,,,,10.1,10.12,10.1,10.1,11.145613923806168,10.100005409069414,-0.000989,706911.0,7143688.0,0.00202,3535000000.0,19695000000.0,0,0,8.606730855921969,1.0926145624325272,5.580648409779232,2.6277214117585,10.106004386251026,10.083005639578376,9.830006486051925,9.429010870984731,8.717515417582838,,0.36476827990525074,0.4035728995407824,-0.07760923927106333,,86.58241567941234,88.12254665626256,83.50215372571188,死叉,9.74200692669807,11.3559045894154,8.128109263980738,50.0,62.500000000000206,76.11873517348303,74.12215630724556,69.92685365072708,0.0019782396039603745,0.32306069031817397
